name,serving_size,serving_unit,protein_g,fat_g,carbs_g,calories,category
Elk Free Range Roast Eye Of Round Raw (Shoshone Bannock),100.0,g,19.7,2.1,0.0,98.0,American Indian
Empanada  Mexican Turnover Pumpkin,100.0,g,4.6,11.6,41.7,288.0,Baked Foods
Empanada Mexican Turnover Filled With Cheese And Vegetables,100.0,g,8.6,16.6,34.4,319.0,Prepared Meals
Empanada Mexican Turnover Filled With Chicken And Vegetables,100.0,g,9.7,12.8,33.2,285.0,Prepared Meals
Empanada Mexican Turnover Fruit-Filled,100.0,g,4.7,15.3,40.0,316.0,Baked Foods
Emu Fan Fillet Raw,100.0,g,22.5,0.8,0.0,103.0,Meats
Emu Flat Fillet Raw,100.0,g,22.2,0.7,0.0,102.0,Meats
Emu Full Rump Cooked Broiled,100.0,g,33.7,2.7,0.0,168.0,Meats
Emu Full Rump Raw,100.0,g,22.8,1.6,0.0,112.0,Meats
Emu Ground Cooked Pan-Broiled,100.0,g,28.4,4.7,0.0,163.0,Meats
Emu Ground Raw,100.0,g,22.8,4.0,0.0,134.0,Meats
Emu Inside Drum Raw,100.0,g,22.2,1.5,0.0,108.0,Meats
Emu Inside Drums Cooked Broiled,100.0,g,32.4,2.0,0.0,156.0,Meats
Emu Outside Drum Raw,100.0,g,23.1,0.5,0.0,103.0,Meats
Emu Oyster Raw,100.0,g,22.8,4.9,0.0,141.0,Meats
Emu Steak,100.0,g,31.3,2.3,0.0,154.0,Meats
Emu Top Loin Cooked Broiled,100.0,g,29.1,3.1,0.0,152.0,Meats
Enchilada Just Cheese Meatless No Beans Green-Chile Or Enchilada Sauce,100.0,g,7.8,12.3,13.1,189.0,Prepared Meals
Enchilada Just Cheese Meatless No Beans Red-Chile Or Enchilada Sauce,100.0,g,7.3,10.1,12.9,167.0,Prepared Meals
Enchilada Sauce Green,100.0,g,1.0,0.6,5.5,28.0,Soups and Sauces
Enchilada With Beans Green-Chile Or Enchilada Sauce,100.0,g,5.0,7.4,16.7,148.0,Prepared Meals
Enchilada With Beans Meatless Red-Chile Or Enchilada Sauce,100.0,g,4.8,5.8,16.3,131.0,Prepared Meals
Enchilada With Chicken And Beans Green-Chile Or Enchilada Sauce,100.0,g,6.9,7.5,14.7,149.0,Prepared Meals
Enchilada With Chicken And Beans Red-Chile Or Enchilada Sauce,100.0,g,6.5,5.8,14.4,131.0,Prepared Meals
Enchilada With Chicken Green-Chile Or Enchilada Sauce,100.0,g,9.0,7.7,12.3,150.0,Prepared Meals
Enchilada With Chicken Red-Chile Or Enchilada Sauce,100.0,g,8.5,5.8,12.2,130.0,Prepared Meals
Enchilada With Meat And Beans Green-Chile Or Enchilada Sauce,100.0,g,7.2,8.2,14.7,157.0,Prepared Meals
Enchilada With Meat And Beans Red-Chile Or Enchilada Sauce,100.0,g,6.8,6.4,14.4,139.0,Prepared Meals
Enchilada With Meat Green-Chile Or Enchilada Sauce,100.0,g,9.8,9.1,12.4,168.0,Prepared Meals
Enchilada With Meat Red-Chile Or Enchilada Sauce,100.0,g,9.2,7.2,12.2,147.0,Prepared Meals
Endive,100.0,g,1.2,0.2,3.4,17.0,Vegetables
Energy Drink,100.0,g,0.4,0.0,15.0,62.0,Beverages
Energy Drink Amp,100.0,g,0.2,0.1,12.1,46.0,Beverages
Energy Drink Amp Sugar Free,100.0,g,0.0,0.0,1.0,2.0,Beverages
Energy Drink Full Throttle,100.0,g,0.2,0.1,12.1,46.0,Beverages
Energy Drink Monster Fortified With Vitamins C B2 B3 B6 B12,100.0,g,0.5,0.0,11.3,47.0,Beverages
Energy Drink Red Bull,100.0,g,0.5,0.0,10.2,43.0,Beverages
Energy Drink Red Bull Sugar Free With Added Caffeine Niacin Pantothenic Acid Vitamins B6 And B12,100.0,g,0.2,0.1,0.7,5.0,Beverages
Energy Drink Rockstar,100.0,g,0.3,0.2,12.7,58.0,Beverages
Energy Drink Rockstar Sugar Free,100.0,g,0.2,0.1,0.7,4.0,Beverages
Energy Drink Sugar Free,100.0,g,0.4,0.0,0.4,4.0,Beverages
Energy Drink Vault Citrus Flavor,100.0,g,0.0,0.0,13.0,49.0,Beverages
Energy Drink Vault Zero Sugar-Free Citrus Flavor,100.0,g,0.2,0.1,0.7,1.0,Beverages
English Muffin With Cheese And Sausage,100.0,g,13.3,20.7,25.3,338.0,Fast Foods
English Muffin With Egg Cheese And Canadian Bacon,100.0,g,13.6,9.7,21.7,228.0,Fast Foods
English Muffin With Egg Cheese And Sausage,100.0,g,13.4,18.1,17.4,286.0,Fast Foods
English Muffins,100.0,g,8.7,2.0,44.8,223.0,Baked Foods
English Muffins Mixed-Grain (Includes Granola),100.0,g,9.1,1.8,46.3,235.0,Baked Foods
English Muffins Plain Enriched With Ca Prop (Includes Sourdough),100.0,g,8.9,1.7,44.2,227.0,Baked Foods
English Muffins Plain Enriched Without Calcium Propionate(Includes Sourdough),100.0,g,7.7,1.8,46.0,235.0,Baked Foods
English Muffins Plain Toasted Enriched With Calcium Propionate (Includes Sourdough),100.0,g,10.3,2.0,52.6,270.0,Baked Foods
English Muffins Plain Unenriched With Calcium Propionate (Includes Sourdough),100.0,g,7.7,1.8,46.0,235.0,Baked Foods
English Muffins Plain Unenriched Without Calcium Propionate (Includes Sourdough),100.0,g,7.7,1.8,46.0,235.0,Baked Foods
English Muffins Raisin-Cinnamon (Includes Apple-Cinnamon),100.0,g,7.9,1.8,48.1,240.0,Baked Foods
English Muffins Raisin-Cinnamon Toasted (Includes Apple-Cinnamon),100.0,g,8.9,2.2,55.0,276.0,Baked Foods
English Muffins Whole Grain White,100.0,g,7.0,1.8,50.2,245.0,Baked Foods
English Muffins Whole-Wheat,100.0,g,8.8,2.1,40.4,203.0,Baked Foods
Enoki Mushrooms,100.0,g,2.7,0.3,7.8,37.0,Vegetables
Epazote Raw,100.0,g,0.3,0.5,7.4,32.0,Vegetables
Eppaw Raw,100.0,g,4.6,1.8,31.7,150.0,Vegetables
Escarole Cooked Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.1,3.4,3.0,47.0,Vegetables
Escarole Cooked Fat Not Added In Cooking,100.0,g,1.1,0.2,3.0,19.0,Vegetables
Escarole Cooked Made With Butter,100.0,g,1.1,2.9,3.0,42.0,Vegetables
Escarole Cooked Made With Margarine,100.0,g,1.1,2.2,3.0,36.0,Vegetables
Escarole Cooked Made With Oil,100.0,g,1.1,3.4,3.0,47.0,Vegetables
Escarole Cooked Ns As To Fat Added In Cooking,100.0,g,1.1,3.4,3.0,47.0,Vegetables
Escarole Creamed,100.0,g,2.4,5.2,6.0,80.0,Vegetables
Espresso,100.0,g,0.1,0.2,1.7,9.0,Beverages
European Black Currants,100.0,g,1.4,0.4,15.4,63.0,Fruits
Evaporated Milk,100.0,g,7.5,0.2,11.3,78.0,Dairy and Egg Products
Extra Firm Fortified Tofu,100.0,g,10.2,4.9,1.8,92.0,Beans and Lentils
Extruded Corn Chips,100.0,g,6.6,33.4,57.4,557.0,Snacks
Fajita With Chicken And Vegetables,100.0,g,9.7,7.1,14.8,161.0,Prepared Meals
Fajita With Meat And Vegetables,100.0,g,10.4,7.0,14.8,165.0,Prepared Meals
Fajita With Vegetables,100.0,g,5.5,8.6,15.9,161.0,Prepared Meals
Fajita-Style Beef Sandwich With Cheese On Pita Bread With Lettuce And Tomato,100.0,g,9.1,6.9,15.3,160.0,Fast Foods
Fajita-Style Chicken Sandwich With Cheese On Pita Bread With Lettuce And Tomato,100.0,g,10.5,5.7,15.3,156.0,Fast Foods
Falafel,100.0,g,13.3,17.8,31.8,333.0,Beans and Lentils
Familia,100.0,g,9.5,6.3,73.8,388.0,Breakfast Cereals
Farina Enriched Assorted Brands Including Cream Of Wheat Quick (1-3 Minutes) Cooked With Wat,100.0,g,1.8,0.3,10.9,55.0,Breakfast Cereals
Farina Enriched Assorted Brands Including Cream Of Wheat Quick (1-3 Minutes) Dry,100.0,g,11.6,1.4,73.2,360.0,Breakfast Cereals
Farina Enriched Cooked With Water With Salt,100.0,g,1.8,0.3,10.9,53.0,Breakfast Cereals
Farina Unenriched Dry,100.0,g,10.6,0.5,78.0,369.0,Breakfast Cereals
Farmed Atlantic Salmon,100.0,g,22.1,12.3,0.0,206.0,Fish
Farmed Atlantic Salmon (Raw),100.0,g,20.4,13.4,0.0,208.0,Fish
"Farro, pearled, dry, raw",100.0,g,12.6,3.1,72.1,,Cereal Grains and Pasta
Fast Food Biscuit,100.0,g,7.1,18.9,42.8,370.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Cheese Topping Stuffed Crust,100.0,g,12.2,11.6,30.0,274.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Cheese Topping Thick Crust,100.0,g,10.8,10.5,33.2,271.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Cheese Topping Thin Crust,100.0,g,12.8,13.9,31.2,302.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Meat And Vegetable Topping Regular Crust,100.0,g,11.0,10.9,25.4,244.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Pepperoni Topping Thick Crust,100.0,g,11.5,12.6,31.8,287.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Pepperoni Topping Thin Crust,100.0,g,14.0,17.6,29.0,331.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Sausage Topping Thick Crust,100.0,g,11.1,12.9,30.4,282.0,Fast Foods
Fast Food Pizza Chain 14 Inch Pizza Sausage Topping Thin Crust,100.0,g,13.4,17.7,27.0,321.0,Fast Foods
Fast Foods Biscuit With Egg And Sausage,100.0,g,11.1,20.8,21.1,312.0,Fast Foods
Fast Foods Cheeseburger; Double Large Patty; With Condiments Vegetables And Mayonnaise,100.0,g,15.5,15.6,12.6,253.0,Fast Foods
Fast Foods Crispy Chicken Filet Sandwich With Lettuce And Mayonnaise,100.0,g,10.9,13.6,27.4,276.0,Fast Foods
Fast Foods Fried Chicken Breast Meat And Skin And Breading,100.0,g,23.5,12.4,6.0,230.0,Fast Foods
Fast Foods Fried Chicken Breast Meat Only Skin And Breading Removed,100.0,g,27.9,4.5,0.0,153.0,Fast Foods
Fast Foods Fried Chicken Drumstick Meat And Skin With Breading,100.0,g,21.1,16.9,7.6,267.0,Fast Foods
Fast Foods Fried Chicken Drumstick Meat Only Skin And Breading Removed,100.0,g,26.2,7.4,0.0,172.0,Fast Foods
Fast Foods Fried Chicken Skin And Breading From All Pieces,100.0,g,14.1,29.2,19.6,398.0,Fast Foods
Fast Foods Fried Chicken Thigh Meat And Skin And Breading,100.0,g,19.2,18.1,8.7,274.0,Fast Foods
Fast Foods Fried Chicken Thigh Meat Only Skin And Breading Removed,100.0,g,23.2,9.4,0.2,178.0,Fast Foods
Fast Foods Fried Chicken Wing Meat And Skin And Breading,100.0,g,21.1,20.1,11.2,310.0,Fast Foods
Fast Foods Fried Chicken Wing Meat Only Skin And Breading Removed,100.0,g,28.8,10.2,2.1,215.0,Fast Foods
Fast Foods Grilled Chicken Filet Sandwich With Lettuce Tomato And Spread,100.0,g,17.3,4.6,16.8,182.0,Fast Foods
Fat Back Cooked,100.0,g,2.7,81.9,0.0,750.0,Fats and Oils
Fat Free Broiled Turkey Patties,100.0,g,29.0,2.5,0.0,138.0,Meats
Fat Free Cream Cheese,100.0,g,15.7,1.0,7.7,105.0,Dairy and Egg Products
Fat Free Ground Turkey,100.0,g,31.7,2.7,0.0,151.0,Meats
Fat Free Ice Cream No Sugar Added Flavors Other Than Chocolate,100.0,g,4.4,0.0,28.9,133.0,Dairy and Egg Products
Fat Free Sour Cream,100.0,g,3.1,0.0,15.6,74.0,Dairy and Egg Products
Fat Goose,100.0,g,0.0,99.8,0.0,900.0,Fats and Oils
Fat Turkey,100.0,g,0.0,99.8,0.0,900.0,Fats and Oils
Fatfree Chocolate Milk,100.0,g,3.4,0.0,13.5,67.0,Dairy and Egg Products
Fatfree Swiss Cheese,100.0,g,28.4,0.0,3.4,127.0,Dairy and Egg Products
Fava Beans (Raw),100.0,g,7.9,0.7,17.6,88.0,Beans and Lentils
Fava Beans Canned Drained Fat Added In Cooking,100.0,g,7.0,7.3,18.1,163.0,Beans and Lentils
Fava Beans Dry Cooked Fat Added In Cooking,100.0,g,7.0,7.8,18.1,167.0,Beans and Lentils
Fava Beans Dry Cooked Fat Not Added In Cooking,100.0,g,7.6,0.4,19.5,109.0,Beans and Lentils
Fava Beans Dry Cooked Ns As To Fat Added In Cooking,100.0,g,7.0,7.8,18.1,167.0,Beans and Lentils
Feijoa,100.0,g,0.7,0.4,15.2,61.0,Fruits
Fennel,100.0,g,1.2,0.2,7.3,31.0,Vegetables
Fennel Bulb Cooked Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.9,3.9,11.2,79.0,Vegetables
Fennel Bulb Cooked Fat Not Added In Cooking,100.0,g,2.0,0.3,11.5,49.0,Vegetables
Fennel Bulb Cooked Made With Butter,100.0,g,1.9,4.3,11.2,82.0,Vegetables
Fennel Bulb Cooked Made With Margarine,100.0,g,1.9,3.2,11.2,73.0,Vegetables
Fennel Bulb Cooked Made With Oil,100.0,g,1.9,5.2,11.2,91.0,Vegetables
Fennel Bulb Cooked Ns As To Fat Added In Cooking,100.0,g,1.9,3.9,11.2,79.0,Vegetables
Fennel Seed,100.0,g,15.8,14.9,52.3,345.0,Spices and Herbs
Fenugreek Seed,100.0,g,23.0,6.4,58.4,323.0,Spices and Herbs
Feta Cheese,100.0,g,14.2,21.5,3.9,265.0,Dairy and Egg Products
Fiddlehead Ferns,100.0,g,4.5,0.4,5.5,34.0,Vegetables
Fiddlehead Ferns Frozen Unprepared,100.0,g,4.3,0.3,5.7,34.0,Vegetables
Fig Bars,100.0,g,3.7,7.3,70.9,348.0,Baked Foods
Fig Dried Cooked Ns As To Sweetened Or Unsweetened; Sweetened Ns As To Type Of Sweetener,100.0,g,1.3,0.4,35.3,137.0,Fruits
Fig Dried Cooked With Sugar,100.0,g,1.3,0.4,35.3,137.0,Fruits
Figs,100.0,g,0.8,0.3,19.2,74.0,Fruits
Figs Canned Extra Heavy Syrup Pack Solids And Liquids,100.0,g,0.4,0.1,27.9,107.0,Fruits
Figs Canned Heavy Syrup Pack Solids And Liquids,100.0,g,0.4,0.1,22.9,88.0,Fruits
Figs Canned Light Syrup Pack Solids And Liquids,100.0,g,0.4,0.1,17.9,69.0,Fruits
Figs Canned Water Pack Solids And Liquids,100.0,g,0.4,0.1,14.0,53.0,Fruits
Figs Dried Stewed,100.0,g,1.4,0.4,27.6,107.0,Fruits
"Figs, dried, uncooked",1.0,cup,4.9,1.4,95.2,371.0,Fruits and Fruit Juices
Finger Foods Puffs Baby Food,100.0,g,6.2,2.3,85.8,389.0,Baby Foods
Finger Snacks Gerber Graduate Puffs Apple And Cinnamon,100.0,g,6.2,2.3,85.8,344.0,Baby Foods
Fireweed Leaves Raw,100.0,g,4.7,2.8,19.2,103.0,Vegetables
Fireweed Young Leaves Raw (Alaska Native),100.0,g,3.0,0.8,6.3,44.0,American Indian
Firm Tofu,100.0,g,17.3,8.7,2.8,144.0,Beans and Lentils
Firm Tofu (With Calcium And Magnesium),100.0,g,9.0,4.2,2.9,78.0,Beans and Lentils
Fish And Noodles With Mushroom Sauce,100.0,g,6.3,5.1,14.8,131.0,Fish
Fish And Rice With Cream Sauce,100.0,g,5.5,5.1,15.7,133.0,Fish
Fish And Rice With Mushroom Sauce,100.0,g,5.3,5.2,16.1,134.0,Fish
Fish And Rice With Tomato-Based Sauce,100.0,g,5.4,5.1,16.5,135.0,Fish
Fish And Vegetable Soup No Potatoes Mexican Style,100.0,g,5.2,1.3,1.5,39.0,Soups and Sauces
Fish And Vegetables Excluding  Carrots Broccoli And Dark-Green Leafy; No Potatoes Soy-Based Sauce,100.0,g,7.9,6.1,4.4,102.0,Prepared Meals
Fish And Vegetables Excluding Carrots Broccoli And Dark- Green Leafy; No Potatoes Tomato-Based Sauce,100.0,g,6.3,7.3,6.3,111.0,Fish
Fish And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes Soy-Based Sauce,100.0,g,7.7,5.9,4.8,101.0,Prepared Meals
Fish And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes Tomato-Based Sauce,100.0,g,6.3,7.3,4.4,105.0,Fish
Fish Bass Freshwater Mixed Species Cooked Dry Heat,100.0,g,24.2,4.7,0.0,146.0,Fish
Fish Blackfish Whole (Alaska Native),100.0,g,15.5,1.8,0.0,82.0,American Indian
Fish Bluefish Cooked Dry Heat,100.0,g,25.7,5.4,0.0,159.0,Fish
Fish Bluefish Raw,100.0,g,20.0,4.2,0.0,124.0,Fish
Fish Broth,100.0,g,2.0,0.6,0.4,16.0,Soups and Sauces
Fish Burbot Cooked Dry Heat,100.0,g,24.8,1.0,0.0,115.0,Fish
Fish Burbot Raw,100.0,g,19.3,0.8,0.0,90.0,Fish
Fish Butterfish Cooked Dry Heat,100.0,g,22.1,10.3,0.0,187.0,Fish
Fish Butterfish Raw,100.0,g,17.3,8.0,0.0,146.0,Fish
Fish Cake Or Patty Ns As To Fish,100.0,g,13.9,10.7,12.6,204.0,Fish
Fish Carp Cooked Dry Heat,100.0,g,22.9,7.2,0.0,162.0,Fish
Fish Carp Raw,100.0,g,17.8,5.6,0.0,127.0,Fish
Fish Catfish Channel Cooked Breaded And Fried,100.0,g,18.1,13.3,8.0,229.0,Fish
Fish Catfish Channel Farmed Cooked Dry Heat,100.0,g,18.4,7.2,0.0,144.0,Fish
Fish Catfish Channel Farmed Raw,100.0,g,15.2,5.9,0.0,119.0,Fish
Fish Catfish Channel Wild Raw,100.0,g,16.4,2.8,0.0,95.0,Fish
Fish Caviar Black And Red Granular,100.0,g,24.6,17.9,4.0,264.0,Fish
Fish Chowder,100.0,g,8.1,6.2,6.1,113.0,Soups and Sauces
Fish Cisco Raw,100.0,g,19.0,1.9,0.0,98.0,Fish
Fish Cisco Smoked,100.0,g,16.4,11.9,0.0,177.0,Fish
Fish Cod Atlantic Raw,100.0,g,17.8,0.7,0.0,82.0,Fish
Fish Cod Pacific Raw (May Have Been Previously Frozen),100.0,g,15.3,0.4,0.0,69.0,Fish
Fish Croaker Atlantic Cooked Breaded And Fried,100.0,g,18.2,12.7,7.5,221.0,Fish
Fish Croaker Atlantic Raw,100.0,g,17.8,3.2,0.0,104.0,Fish
Fish Curry,100.0,g,4.5,2.9,6.8,70.0,Fish
Fish Cusk Cooked Dry Heat,100.0,g,24.4,0.9,0.0,112.0,Fish
Fish Cusk Raw,100.0,g,19.0,0.7,0.0,87.0,Fish
Fish Devilfish Meat (Alaska Native),100.0,g,11.7,5.3,0.0,97.0,American Indian
Fish Drum Freshwater Cooked Dry Heat,100.0,g,22.5,6.3,0.0,153.0,Fish
Fish Drum Freshwater Raw,100.0,g,17.5,4.9,0.0,119.0,Fish
Fish Eel Mixed Species Raw,100.0,g,18.4,11.7,0.0,184.0,Fish
Fish Fish Sticks Frozen Prepared,100.0,g,11.0,16.2,21.7,277.0,Fish
Fish Flatfish (Flounder And Sole Species) Raw,100.0,g,12.4,1.9,0.0,70.0,Fish
Fish Gefiltefish Commercial Sweet Recipe,100.0,g,9.1,1.7,7.4,84.0,Fish
Fish Grouper Mixed Species Raw,100.0,g,19.4,1.0,0.0,92.0,Fish
Fish Haddock Raw,100.0,g,16.3,0.5,0.0,74.0,Fish
Fish Halibut Atlantic And Pacific Raw,100.0,g,18.6,1.3,0.0,91.0,Fish
Fish Halibut Cooked With Skin (Alaska Native),100.0,g,22.1,2.7,0.0,113.0,American Indian
Fish Halibut Greenland Cooked Dry Heat,100.0,g,18.4,17.7,0.0,239.0,Fish
Fish Halibut Greenland Raw,100.0,g,14.4,13.8,0.0,186.0,Fish
Fish Halibut Raw With Skin (Alaska Native),100.0,g,20.5,2.9,1.8,116.0,American Indian
Fish Herring Atlantic Raw,100.0,g,18.0,9.0,0.0,158.0,Fish
Fish Herring Eggs On Giant Kelp Pacific (Alaska Native),100.0,g,11.3,0.8,2.6,63.0,American Indian
Fish Herring Eggs Pacific Dry (Alaska Native),100.0,g,60.4,6.6,2.8,312.0,American Indian
Fish Herring Eggs Pacific Plain (Alaska Native),100.0,g,9.6,1.9,4.5,74.0,American Indian
Fish Herring Pacific Flesh Air-Dried Packed In Oil (Alaska Native),100.0,g,44.5,34.6,0.0,489.0,American Indian
Fish Herring Pacific Raw,100.0,g,16.4,13.9,0.0,195.0,Fish
Fish In Lemon-Butter Sauce With Starch Item Vegetable Frozen Meal,100.0,g,5.5,3.8,11.3,102.0,Fish
Fish Ling Cooked Dry Heat,100.0,g,24.4,0.8,0.0,111.0,Fish
Fish Ling Raw,100.0,g,19.0,0.6,0.0,87.0,Fish
Fish Lingcod Liver (Alaska Native),100.0,g,5.6,42.0,6.0,424.0,American Indian
Fish Lingcod Meat Raw (Alaska Native),100.0,g,17.9,0.8,0.0,79.0,American Indian
Fish Lingcod Raw,100.0,g,17.7,1.1,0.0,85.0,Fish
Fish Mackerel Jack Canned Drained Solids,100.0,g,23.2,6.3,0.0,156.0,Fish
Fish Mackerel King Raw,100.0,g,20.3,2.0,0.0,105.0,Fish
Fish Mackerel Pacific And Jack Mixed Species Cooked Dry Heat,100.0,g,25.7,10.1,0.0,201.0,Fish
Fish Mackerel Pacific And Jack Mixed Species Raw,100.0,g,20.1,7.9,0.0,158.0,Fish
Fish Mackerel Salted,100.0,g,18.5,25.1,0.0,305.0,Fish
Fish Mackerel Spanish Cooked Dry Heat,100.0,g,23.6,6.3,0.0,158.0,Fish
Fish Mackerel Spanish Raw,100.0,g,19.3,6.3,0.0,139.0,Fish
Fish Mahimahi Raw,100.0,g,18.5,0.7,0.0,85.0,Fish
Fish Milkfish Cooked Dry Heat,100.0,g,26.3,8.6,0.0,190.0,Fish
Fish Milkfish Raw,100.0,g,20.5,6.7,0.0,148.0,Fish
Fish Monkfish Cooked Dry Heat,100.0,g,18.6,1.9,0.0,97.0,Fish
Fish Monkfish Raw,100.0,g,14.5,1.5,0.0,76.0,Fish
Fish Moochim,100.0,g,37.9,15.7,10.7,340.0,Fish
Fish Mullet Striped Cooked Dry Heat,100.0,g,24.8,4.9,0.0,150.0,Fish
Fish Mullet Striped Raw,100.0,g,19.4,3.8,0.0,117.0,Fish
Fish Noodles And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; Cheese Sauce,100.0,g,8.4,5.2,15.3,141.0,Fish
Fish Noodles And Vegetables Including Carrots Broccoli And/or Dark Green Leafy; Cheese Sauce,100.0,g,8.3,5.2,14.2,137.0,Fish
Fish Ns As To Type Baked Or Broiled Made With Butter,100.0,g,22.2,7.5,0.1,160.0,Fish
Fish Ns As To Type Baked Or Broiled Made With Cooking Spray,100.0,g,22.7,4.9,0.2,140.0,Fish
Fish Ns As To Type Baked Or Broiled Made With Margarine,100.0,g,22.1,6.7,0.1,153.0,Fish
Fish Ns As To Type Baked Or Broiled Made With Oil,100.0,g,22.2,8.0,0.1,166.0,Fish
Fish Ns As To Type Baked Or Broiled Made Without Fat,100.0,g,22.8,4.5,0.1,137.0,Fish
Fish Ns As To Type Coated Baked Or Broiled Made With Butter,100.0,g,19.2,8.8,12.5,210.0,Fish
Fish Ns As To Type Coated Baked Or Broiled Made With Cooking Spray,100.0,g,20.0,4.5,13.1,179.0,Fish
Fish Ns As To Type Coated Baked Or Broiled Made With Margarine,100.0,g,19.2,7.6,12.6,199.0,Fish
Fish Ns As To Type Coated Baked Or Broiled Made With Oil,100.0,g,19.2,9.7,12.5,218.0,Fish
Fish Ns As To Type Coated Baked Or Broiled Made Without Fat,100.0,g,20.1,4.3,13.1,176.0,Fish
Fish Ns As To Type Coated Fried Made With Butter,100.0,g,18.5,11.7,9.9,222.0,Fish
Fish Ns As To Type Coated Fried Made With Cooking Spray,100.0,g,21.7,5.8,11.6,191.0,Fish
Fish Ns As To Type Coated Fried Made With Margarine,100.0,g,18.5,9.9,9.9,206.0,Fish
Fish Ns As To Type Coated Fried Made With Oil,100.0,g,18.5,13.4,9.8,237.0,Fish
Fish Ns As To Type Coated Fried Made Without Fat,100.0,g,21.7,5.5,11.6,188.0,Fish
Fish Ns As To Type Cooked Ns As To Cooking Method,100.0,g,22.2,8.0,0.1,166.0,Fish
Fish Ns As To Type Raw,100.0,g,18.1,3.6,0.0,109.0,Fish
Fish Ns As To Type Steamed,100.0,g,25.8,5.5,0.0,160.0,Fish
Fish Ocean Perch Atlantic Raw,100.0,g,15.3,1.5,0.0,79.0,Fish
Fish Oil Menhaden Fully Hydrogenated,100.0,g,0.0,100.0,0.0,902.0,Fats and Oils
Fish Perch Mixed Species Cooked Dry Heat,100.0,g,24.9,1.2,0.0,117.0,Fish
Fish Perch Mixed Species Raw,100.0,g,19.4,0.9,0.0,91.0,Fish
Fish Pike Northern Liver (Alaska Native),100.0,g,16.6,8.0,4.3,156.0,American Indian
Fish Pike Northern Raw,100.0,g,19.3,0.7,0.0,88.0,Fish
Fish Pike Walleye Raw,100.0,g,19.1,1.2,0.0,93.0,Fish
Fish Pollock Alaska Cooked (Not Previously Frozen),100.0,g,19.4,1.0,0.0,86.6,Fish
Fish Pollock Alaska Raw (May Have Been Previously Frozen),100.0,g,12.2,0.4,0.0,56.0,Fish
Fish Pollock Alaska Raw (Not Previously Frozen),100.0,g,17.2,0.8,0.0,76.0,Fish
Fish Pollock Atlantic Raw,100.0,g,19.4,1.0,0.0,92.0,Fish
Fish Pompano Florida Raw,100.0,g,18.5,9.5,0.0,164.0,Fish
Fish Pout Ocean Cooked Dry Heat,100.0,g,21.3,1.2,0.0,102.0,Fish
Fish Pout Ocean Raw,100.0,g,16.6,0.9,0.0,79.0,Fish
Fish Rockfish Pacific Mixed Species Cooked Dry Heat,100.0,g,22.2,1.6,0.0,109.0,Fish
Fish Rockfish Pacific Mixed Species Raw,100.0,g,18.4,1.3,0.0,90.0,Fish
Fish Roe,100.0,g,22.3,6.4,1.5,143.0,Fish
Fish Roe (Cooked),100.0,g,28.6,8.2,1.9,204.0,Fish
Fish Roughy Orange Raw,100.0,g,16.4,0.7,0.0,76.0,Fish
Fish Sablefish Raw,100.0,g,13.4,15.3,0.0,195.0,Fish
Fish Sablefish Smoked,100.0,g,17.6,20.1,0.0,257.0,Fish
Fish Salmon Chinook Cooked Dry Heat,100.0,g,25.7,13.4,0.0,231.0,Fish
Fish Salmon Chinook Raw,100.0,g,19.9,10.4,0.0,179.0,Fish
